cust_id,invoice_id,rest_id,date,delivery_by,gross_income,gross_margin,latitude,longitude,order_price,delivery_charges,payment_mode
c19eeadd-9cce-4ff6-9196-790e1ea38020,133766810,3477648331,12/18/2019,F,485552,32370,-8.1611036,113.6770012,726,18.09,E-wallet
a7a2d9ba-db62-4f92-a821-ca12255b84b4,8742677580,5398045229,4/29/2019,F,320478,21365,34.454443,113.050581,297,13.37,Online Payment
dbe40de8-cda2-48cf-8760-b18cf3225914,5900465624,4096297674,12/28/2019,F,651254,43416,44.9993113,19.9820405,243,27.07,Online Payment
5c13edce-cda5-47b0-bcfc-e0c1f1a55cb2,4402402913,1285900693,4/20/2019,F,729540,48636,35.4449242,-5.0937101,945,10.59,COD
9ab07bba-5407-457d-810b-80f311218a19,588201324,400953196,05-03-2019,M,535915,35727,-32.2331548,-53.0866941,328,23.73,E-wallet
3221a9e8-0a4b-45a7-8568-7aac3b13b7b8,1834791014,5333532265,11/29/2019,F,530087,35339,41.0490009,39.513623,677,17.93,COD
92a0573d-967b-4e45-893c-2e738de9c640,5372998032,9638981180,9/19/2019,M,944557,62970,43.1619639,45.1982495,708,10.65,E-wallet
99dca515-d45e-4973-8215-f03cc497657e,6137573095,5202644779,09-01-2019,F,419141,27942,48.6386409,15.0253027,876,16.12,E-wallet
21e6ab7d-3b56-4eaa-b557-86a76c3316c2,700101489,4739405954,05-06-2019,M,627995,41866,7.5294,124.694803,951,28.62,COD
03d646b5-de5c-4cdc-bcdf-f139f949470f,4285801612,9674195599,05-07-2019,F,435284,29018,50.6694072,15.9132421,711,18.16,Online Payment
f758d779-77d2-4c0a-a463-f5544ced636c,5792017484,5698515433,10-04-2019,M,954646,63643,6.0481918,80.2153998,544,18.33,Online Payment
65825733-00a4-4567-90b9-ad9a0ccacff7,4851052758,4945674329,07-03-2019,M,608044,40536,40.7977541,20.776317,147,19.1,Online Payment
87cafe2a-4a6e-4a62-aed2-6805684fdf52,2280198061,9736819345,11/22/2019,M,148474,9898,13.6609515,-89.1729807,278,17.55,Online Payment
6e05ceaa-1b0e-4327-8013-051460431cda,8986597586,5390743636,11-08-2019,F,438749,29249,-13.6808577,-76.1580852,724,28.65,E-wallet
b6929ce8-baa3-4d52-a1de-8a8421f3cf88,8740727645,6154492952,5/28/2019,M,566197,37746,38.838392,99.617119,934,19.48,Online Payment
fb83cd67-f796-44e8-9990-df471ae26169,9101690191,9246199529,6/25/2019,M,478859,31923,59.3297318,18.0704829,118,25.93,Online Payment
c9fbd166-1338-4bd2-9aed-93faee1af0b7,9661819599,5793594388,3/22/2020,M,433630,28908,40.04606,117.408306,894,26.89,COD
8814b9f9-2df9-4f04-bde7-490a59a721ed,6676550784,7751483911,4/25/2019,F,263298,17553,36.853122,116.090605,543,26.28,COD
d9dd56a0-690a-4cb1-bde7-5e9999e1406f,6553601488,7059819924,02-03-2020,F,804698,53646,13.7754325,100.5127381,345,11.67,E-wallet
dce416aa-0487-4ec3-bd5a-6db9e53f9c0f,255891709,5742845170,11-05-2019,M,669175,44611,55.7387411,37.2504677,618,15.28,COD
5be716af-683e-4943-a200-2207b2204c6d,5208303523,6784840283,4/14/2019,F,386310,25754,43.2769388,24.1479966,504,11.79,Online Payment
994aafc0-92db-4d20-8cc3-bab192875534,7529066714,7992451325,9/14/2019,M,992772,66184,52.2828507,16.8550365,311,28.96,COD
7b40f506-6db6-4f5c-81d8-bbe4398c9b32,379606224,1932943269,01-05-2020,F,690565,46037,27.018126,114.370929,393,23.84,Online Payment
49f08a8a-e7ac-40b2-8925-f3deea5df07e,149774869,7797791759,11/16/2019,M,100546,6703,-6.7076379,111.3709499,389,14.33,COD
8b94d419-5fa6-4982-a35a-fed75e715641,2032110903,2517444714,10-03-2019,F,626017,41734,-6.9034154,106.4206269,884,19.57,E-wallet
2e04500a-9e18-4ce9-903f-b404f89a5353,516734326,6339451071,01-09-2020,F,147480,9832,10.9556419,-72.795543,700,18.84,Online Payment
dafc9637-41b1-406a-bbad-abf17e2b13bf,8641927956,6625474916,7/27/2019,F,810640,54042,20.9959819,105.8097244,749,11.46,E-wallet
e2778647-8e7f-4e0d-8882-2549a6c1a6be,5346245340,4068953236,12-01-2019,M,232543,15502,49.039558,16.7700322,832,26.64,Online Payment
e6312335-be4b-4b84-9cf7-3ecb914e2f91,4408777226,6762891020,4/17/2019,F,204160,13610,10.6989729,122.5747412,440,10.66,Online Payment
70753dbc-e3d7-402c-afed-972c395dc7c6,5696650597,2363016653,10/23/2019,M,658338,43889,-27.8341089,25.9063474,193,20.1,Online Payment
04d2f713-efd7-4517-b8f3-c45abdd480e8,3804590675,4706502047,11-06-2019,M,998141,66542,29.2604745,80.9318332,376,22.74,Online Payment
6b266e81-0a77-42f9-b924-3991d1995033,1560239778,3898498115,09-10-2019,M,596704,39780,-7.1562056,-34.9313665,330,10.81,E-wallet
cfe20f5a-6398-48b9-ace9-ea6a0d9394a0,4716096351,5697772068,9/29/2019,M,841777,56118,33.423357,109.152893,765,16.85,E-wallet
c646a112-4f40-470d-b36c-6ee6222b614c,658680854,9304516528,09-10-2019,M,219631,14642,44.691336,129.696957,867,20.98,E-wallet
885ce838-3552-490b-9ca9-470efb0c5f4b,6152184649,9822696019,07-07-2019,F,147144,9809,31.189689,16.5701927,222,19.21,E-wallet
c9032638-ec0b-46f5-a6ba-1bbea1738e72,3977039148,9216816635,10/31/2019,F,976277,65085,23.2423405,-106.4530275,407,23.99,E-wallet
58330bd8-de71-41cd-91b4-f8779b92d815,9661823960,8133133521,6/14/2019,F,144613,9640,-6.9633727,112.3367573,118,15.43,Online Payment
bce0e086-3e00-420e-ac49-056374b23848,3973667489,3691483011,10/18/2019,F,275437,18362,-28.7245183,-52.8444231,552,12.71,E-wallet
e4b0c6b0-690c-453f-8e9d-2e69ec0896fa,721924514,9481752402,12/18/2019,F,857374,57158,34.313074,108.715716,743,20.06,E-wallet
5f7e4cc9-43bd-4734-b9f0-16291f1d71ac,2715908032,4284273000,1/29/2020,M,797114,53140,47.0739574,28.6801952,113,13.2,E-wallet
ceef5385-40b1-4593-830d-50791feee95e,8878103276,5597836781,2/23/2020,F,214539,14302,-11.9590294,-43.2134484,751,19.68,Online Payment
a587db3e-f221-4e50-9a89-e1761e4c7efc,9202577625,5333278539,1/30/2020,F,332542,22169,5.7866228,-6.5890166,748,16.34,Online Payment
03c2e016-90f0-4b67-bda8-e6afe4608ff5,5979260153,4265891713,05-06-2019,F,231729,15448,41.76,-72.69,307,25.87,Online Payment
04e30cd6-4b7b-4865-a3dc-5ad82f8e755d,9936572661,5867018784,11-05-2019,F,907456,60497,-8.0305818,-78.5341407,473,16.05,E-wallet
c5657d19-249e-4a90-bccf-5f1938bc25d1,430820453,1412707250,7/24/2019,M,848633,56575,36.0534598,69.1089444,800,19.56,Online Payment
db4c0fd9-24c1-48bc-9b6f-0fb33f84c793,1964314151,9488744650,9/29/2019,M,946637,63109,9.2394244,5.3102505,743,22.06,COD
52075a6b-d989-42c0-bb39-115b7fd0577d,2447890567,6977135603,03-08-2020,M,355320,23688,46.9,97.15,310,24.62,E-wallet
311ac919-fb7b-4c86-a1ce-2eadde3b4ac5,3169317156,6612106905,1/22/2020,M,706963,47130,-23.5257248,-47.1322342,200,22.85,COD
ef19a34d-6363-4101-bdfd-c93a99884e4b,5269506920,8578521072,02-07-2020,F,694468,46297,50.043163,22.555595,516,18.69,E-wallet
a2c0d803-28ac-4bb0-88c3-086173726a85,7748368767,2382231602,12-09-2019,F,958487,63899,37.2719952,127.4348221,658,27.41,E-wallet
0882552a-b217-46af-8135-a39654b8118e,8902349500,9184451378,10/25/2019,F,619596,41306,29.57858,110.191933,872,17.42,E-wallet
a696c04e-2499-4334-a50a-1c81f05abcc7,7632268782,2339515009,7/29/2019,M,687761,45850,3.2093353,101.6716295,344,14.03,Online Payment
3a69c396-e509-4f61-9df5-dd72900ecaba,3873759543,9239292780,05-03-2019,F,407412,27160,20.5599652,-76.9095647,624,29.94,COD
5d0aa6e2-adda-4415-b816-ccb73dbf14f5,7204710096,1582380163,06-04-2019,F,533288,35552,51.4238758,26.1385322,616,23.82,E-wallet
808bc162-8d55-46ea-a423-ea2079fdae84,9240249087,6265256505,09-12-2019,M,805123,53674,52.43843,17.77321,955,16.32,COD
9925da79-48cb-4698-b9c6-e7d9c5a86f0e,9070538598,8021279907,1/29/2020,F,470419,31361,39.8184959,116.5558524,376,14.18,COD
c2e98421-83f4-4483-83b5-4fa7b8e640d5,293726566,8968803587,11-07-2019,M,792113,52807,59.2452899,18.2238211,490,26.3,COD
26c27d22-0bae-4ce5-8a0c-d398a2127ca8,268884862,7543070014,7/20/2019,F,513796,34253,14.7601163,120.9618758,293,12.19,Online Payment
c0bd9d16-7ad6-4edd-9f93-2476e4ad1592,2434829406,6403552937,08-03-2019,M,291397,19426,53.9323017,25.7774859,164,17.62,E-wallet
14c98965-43f6-4a1c-bf2a-e38f6273c8a1,6166682417,1514329565,10/25/2019,F,692475,46165,29.2083348,72.8578648,971,10.53,E-wallet
71e69d34-5d28-4f55-bf78-d9c306e48d5d,3975099569,3764710993,02-10-2020,F,270289,18019,-38.5084312,-72.4541343,486,22.06,E-wallet
84ef6104-6a69-4f23-b3be-47a5dc4129bb,4230879466,4731209773,11/22/2019,M,762714,50847,18.1605511,121.6482773,401,12.59,COD
1d73790c-4578-4b23-a9c8-e41d13e3be7e,1763287858,7652046785,06-06-2019,F,829002,55266,40.8979064,-7.9345589,999,11.73,Online Payment
858ac821-9051-4142-9388-a8bb86428e56,2563974380,1122338309,07-11-2019,F,614447,40963,35.4114708,139.1499529,757,27.59,E-wallet
fe7da7d1-5745-4647-bbce-da0b0ea19675,9627218057,77650425,08-02-2019,M,725328,48355,-31.4561755,-64.2111608,590,18.94,E-wallet
b043f496-962b-4b53-b0c6-745dd2aa3b9a,7887291321,8190176986,10-04-2019,M,983123,65541,39.6632753,-8.7151173,649,16.99,Online Payment
fea74d82-769e-4f03-8e5b-74d7c6723552,5746067571,4435397579,5/31/2019,F,327531,21835,24.130374,110.189462,713,12.19,COD
89a43c14-b059-4e4d-9c4e-115cf96dd9d5,8381201977,2430611503,08-01-2019,F,645915,43061,51.5195403,-0.1255489,542,26.54,E-wallet
e5034068-4fda-4809-964f-1daad3be9b13,4135677096,5167928966,02-11-2020,F,367395,24493,26.641315,100.222545,329,26.81,COD
968b25aa-5a34-48fd-a3b8-a7d7aca0257b,3182199293,4436167070,11/29/2019,F,695492,46366,40.5425073,44.868475,468,21.56,Online Payment
226d078e-e163-492e-81cd-1311b77b7033,6136602342,1107981727,3/13/2020,F,210586,14039,26.3237782,88.5167162,846,20.6,E-wallet
7c72f7d0-ff5b-4583-8c0f-841fd8096f82,7250673548,1017153930,02-01-2020,M,623954,41596,-7.9110809,111.4253892,161,28.67,COD
1c4e1c59-a0b1-49cf-9b50-7d998836b2f1,4449597745,6983504488,12/21/2019,F,949007,63267,-21.0277616,-47.7772049,567,21.63,E-wallet
32f0a5c0-6918-43e0-bed8-da783fc8956a,9421367936,6443465393,06-05-2019,F,954650,63643,38.520089,102.188043,677,29.38,Online Payment
93ec70d9-2b3f-48ea-8a57-66d2d06fe36b,2598878140,4368960432,03-01-2020,M,580576,38705,6.323976,-75.4985521,420,13.49,E-wallet
1704193f-99aa-4138-9af5-4d60aae0e7da,1221383272,1866997017,7/19/2019,M,981195,65413,51.5353894,7.4091222,142,24.21,Online Payment
91bed244-79cb-4c7d-bc8a-9fd70b3aac6b,8516963357,7839564828,1/28/2020,F,852713,56847,56.3736264,38.1361325,537,20.02,Online Payment
25beb7b1-a390-4e22-a62b-86dad410e826,5118764025,4202055187,11/14/2019,M,571788,38119,56.8999269,26.7198789,183,20.05,Online Payment
987b9a05-b799-4de3-9a41-cc908bbb0d5b,1694860442,6126904273,8/30/2019,M,760233,50682,48.9467896,2.257134,123,21.12,Online Payment
1fafecd2-6c21-4d21-8d9f-6c07cce97aec,1535002697,8941825881,7/14/2019,M,347172,23144,56.7113733,28.6688238,262,17.92,E-wallet
58f49f59-a226-4501-9c18-5539ff773095,3106923261,7953055686,9/20/2019,F,676874,45124,45.7022525,9.6323203,243,25.21,COD
8c22935f-5d83-4c56-aaff-7f635d5ec986,3303098131,6845538417,07-07-2019,M,166400,11093,40.6057199,-8.6883541,618,29.68,COD
f5290f7c-88df-45d3-895a-ce754efc20af,1595618589,6184073389,5/28/2019,M,604265,40284,-33.5854485,-70.6987361,522,22.42,E-wallet
12ae0689-b8d9-4f2d-a53c-9454a415e217,2285607768,6811611618,02-06-2020,F,939429,62628,-4.1948081,-40.4760325,850,10.11,Online Payment
6a6fec99-08d0-42c8-bf61-48abefbb7bac,1761314572,7194981718,02-11-2020,F,983014,65534,-6.6780425,106.9172768,751,28.33,Online Payment
10db2c6e-5bae-48c8-8ccd-b61cc8f9042e,8122135846,2975961804,8/21/2019,M,517255,34483,50.1855816,15.0436604,450,15.42,Online Payment
aff9f7a2-9e17-479f-b99f-aeae070272c4,8865010371,7376407472,12/27/2019,M,113628,7575,-40.7632504,-71.638725,882,15.51,Online Payment
33b57c60-2440-4546-9856-92380be781f4,2290642738,125582366,07-11-2019,F,247837,16522,45.7653181,20.2863213,905,22.31,E-wallet
71d38f4e-6146-46bb-961e-d2992d73cb13,3421635234,8025385442,05-01-2019,M,239024,15934,44.2006496,43.4273768,129,28.88,Online Payment
6008a5f7-cdb9-428e-a2d8-5dfca7971140,4996692073,8968540144,3/30/2020,F,829099,55273,46.8235919,16.2881649,214,26.35,Online Payment
dde3c9e6-caff-480b-b210-ef9d820f7bfa,2272798403,1407086502,3/13/2020,M,917254,61150,63.537266,23.6993197,438,27.33,Online Payment
c8dc98bb-1d90-49ba-b5ea-2ac100b49355,2240125586,60082437,4/23/2019,F,174859,11657,51.655106,40.1312458,547,16.79,COD
1641e1af-2a6a-49a0-a378-d3609c0cf54e,2387754751,1482842319,10/20/2019,F,693063,46204,-21.4152377,-50.0773225,282,18.41,COD
c868b3ff-236a-41b5-9453-4a84fba1916d,9961003896,618904131,02-03-2020,F,246888,16459,39.239268,113.494587,680,19.96,Online Payment
fa0cd1d3-14e6-4edb-a428-a92d9e7823b0,5736235919,7963798088,06-07-2019,M,569252,37950,14.5473421,120.997522,550,14.55,E-wallet
f85a92c6-7ed4-467b-85e3-5c3a2352c0d2,4597890769,5602048375,06-11-2019,F,437557,29170,-34.8831052,-58.1002605,168,29.49,E-wallet
d39bffce-8186-4653-8d65-140ade8dd03c,9217723193,9333359974,7/13/2019,F,927716,61847,49.0426,2.087826,550,27.32,Online Payment
87eab8bc-5a95-43e0-9971-1db4bb84e2ee,261800973,2647800251,7/13/2019,F,719104,47940,8.427174,-76.787678,729,10.31,Online Payment
fccf4c08-ab1a-41e4-9974-90edad86145e,1051637279,8898081456,10/29/2019,F,235801,15720,53.1944881,20.4744829,973,23.71,E-wallet
7c65a91a-07b8-4832-b0d0-22bb8ec3aced,5011362841,5058179067,09-02-2019,F,156151,10410,25.7784224,-103.2605763,811,12.73,Online Payment
91b0aa7d-0aa6-4039-b14b-49bd59f30e58,9561175304,2276780983,5/20/2019,M,441266,29417,35.5380685,139.5044784,192,15.9,COD
506296bd-8387-4c38-9243-c0fa5d36948c,7844794712,1702505596,04-09-2020,M,808997,53933,48.5582238,32.9001451,569,25.17,E-wallet
ad0e183b-176b-4b0d-88d8-e33c831ce69c,8928423112,9181869150,7/31/2019,F,344562,22970,41.833253,20.974874,111,19.68,Online Payment
9dab470f-55ed-4d5d-92d0-ad07c5adbba0,2086714467,5268965379,08-02-2019,F,844910,56327,14.9809312,120.6551147,258,12.57,COD
ed6bfedc-4ee7-4bf8-b0c4-0d52079efd0d,4441468288,9355447256,10/31/2019,M,640527,42701,46.6086054,15.6758117,311,24.6,E-wallet
0279777f-aae2-45ef-a171-49fadc6b1b6d,450694224,6278991284,04-03-2020,M,631037,42069,36.23472,128.57278,445,11.32,COD
ce8f0df3-7b87-41d0-a49d-8cf75b8d70ed,7200248894,68847157,07-04-2019,M,850266,56684,47.1426,28.6295416,287,15.17,COD
74b967e5-47f3-4990-9505-00953c6ceb42,9962337275,6821819289,05-01-2019,M,575380,38358,52.2680883,22.5839609,861,15.45,Online Payment
fe8241ee-4b41-4bf7-985c-be9bb2508a3a,7980181395,3218128560,2/27/2020,F,975416,65027,-7.9675496,110.3368391,656,23.05,Online Payment
9f2f4300-15df-4456-acfe-8d42c8146fb9,7968146828,6960094631,03-05-2020,M,445586,29705,-16.6481974,-50.3069088,317,16.78,Online Payment
cb78ecf9-df55-44d6-9065-e5a62d710d4b,7855301569,7801502825,3/17/2020,F,739682,49312,9.0627148,123.0290352,385,10.44,Online Payment
d0a90cb9-b450-4a5a-99f0-dab019dd63f4,8972040878,9155413994,1/23/2020,M,674556,44970,-22.787936,-50.2199938,487,29.72,Online Payment
90fc68f8-10be-4dfc-a83e-9401836960de,6595251019,4374292209,06-02-2019,M,772966,51531,19.6092712,-72.2134308,710,13.44,E-wallet
f75e96d0-31bc-41e3-8f11-d8feae1324f4,3469664358,1226328458,09-02-2019,F,559032,37268,59.5495402,16.5190048,691,26.75,E-wallet
ebb5f310-a1cf-4fc8-990c-8d3027858967,8114744154,1921834536,12/15/2019,M,584343,38956,29.859178,106.410852,277,13.04,E-wallet
ecf3a420-26e3-4ab4-9f8d-b66d0a417128,6510581329,5268413090,10/14/2019,M,566067,37737,-8.0295271,113.0369406,592,24,E-wallet
a90c741d-6938-44dd-834b-63a2f24abc14,5571137371,78903300,04-09-2020,M,694026,46268,38.143169,117.497651,394,10.28,Online Payment
f645798f-b4ff-4e95-92a5-cf5067d7d95e,650508785,4508897894,7/26/2019,F,917343,61156,-6.9485479,113.6561725,386,22.52,Online Payment
8775008f-d728-4231-ae81-2e106439e5bd,3180905689,4110634830,9/22/2019,F,426757,28450,38.8525512,-94.4079213,903,11.7,COD
c64a0b97-9ed0-44dd-9877-03df739a27ae,1865172723,9628184431,11-02-2019,F,231253,15416,40.400903,116.771211,592,22.06,COD
939b456f-c3eb-4e27-9c8c-1ef07dae90df,3819660887,6504616205,8/28/2019,F,956790,63786,-11.9239743,-76.6600415,485,29.6,E-wallet
3d08b9b9-31a0-4574-991f-33e85bdb7370,557549310,5796044931,03-06-2020,M,242352,16156,36.284107,100.620031,788,16.33,E-wallet
ac88d887-1c02-45bf-a497-c83fa656af66,2891348494,4016832977,04-05-2020,M,899285,59952,22.9550072,113.0126011,540,21.11,E-wallet
7073d2a6-350c-43da-b612-5a7538b44c50,1522257616,2292898950,11/25/2019,M,439275,29285,49.9609687,13.9706421,372,24.87,Online Payment
d9bd3242-6359-4cee-a191-7e0d394847c5,5215941017,8221528587,9/30/2019,M,123709,8247,30.999016,102.363193,913,21.32,Online Payment
589bdbbe-3142-4da0-95f9-d03718d074d0,1567150519,9193806663,6/23/2019,M,883843,58922,27.0874729,67.7344167,530,27.52,Online Payment
f5e3e2a1-9b70-464f-9707-6e0c43e3c7da,6366463824,7650820106,2/28/2020,F,979744,65316,28.730583,107.084012,480,18.07,COD
7f19de6c-eb5a-4967-8889-f75ee8f312c0,8222653466,3240380366,4/21/2019,M,406262,27084,12.8359913,102.1687531,561,15.55,Online Payment
bd3f5821-c6ae-4f95-a2b5-b2cf05ca3d78,921005601,837824478,11/18/2019,F,454217,30281,15.9814118,120.8071339,706,19,Online Payment
6036959d-a0f4-4475-8263-e70b9698f8a1,3279506077,3045019730,11/27/2019,F,710664,47377,-30.0758479,-51.1787781,766,24.18,COD
